finance_cd,finance_nm,finance_path,cate_1,cate_2,cate_3,cate_4
0010653,악사손해보험주식회사,손해보험\외국손보사\악사손해보험주식회사,손해보험,외국손보사,악사손해보험주식회사,
0015326,알리안츠글로벌코퍼레이트앤스페셜티에스이 한국지점,손해보험\외국손보사\알리안츠글로벌코퍼레이트앤스페셜티에스이 한국지점,손해보험,외국손보사,알리안츠글로벌코퍼레이트앤스페셜티에스이 한국지점,
0011525,알지에이 리인슈어런스 컴파니 한국지점,손해보험\외국손보사\알지에이 리인슈어런스 컴파니 한국지점,손해보험,외국손보사,알지에이 리인슈어런스 컴파니 한국지점,
0010641,에이스아메리칸화재해상보험,손해보험\외국손보사\에이스아메리칸화재해상보험,손해보험,외국손보사,에이스아메리칸화재해상보험,
0013245,에이아이지손해보험주식회사,손해보험\외국손보사\에이아이지손해보험주식회사,손해보험,외국손보사,에이아이지손해보험주식회사,
0011326,임플로이어스리인슈오런스코포레이션한국지점[폐],손해보험\외국손보사\임플로이어스리인슈오런스코포레이션한국지점[폐],손해보험,외국손보사,임플로이어스리인슈오런스코포레이션한국지점[폐],
0010649,제너럴재보험주식회사 서울지점,손해보험\외국손보사\제너럴재보험주식회사 서울지점,손해보험,외국손보사,제너럴재보험주식회사 서울지점,
0011909,젠워스 모기지 인슈어런스 코포레이션 한국지점[폐],손해보험\외국손보사\젠워스 모기지 인슈어런스 코포레이션 한국지점[폐],손해보험,외국손보사,젠워스 모기지 인슈어런스 코포레이션 한국지점[폐],
0010650,퍼스트어메리칸권원보험(주)한국지점,손해보험\외국손보사\퍼스트어메리칸권원보험(주)한국지점,손해보험,외국손보사,퍼스트어메리칸권원보험(주)한국지점,
0014077,퍼시픽라이프리리미티드 한국지점,손해보험\외국손보사\퍼시픽라이프리리미티드 한국지점,손해보험,외국손보사,퍼시픽라이프리리미티드 한국지점,
0010645,페더럴인슈런스컴퍼니한국지점[폐],손해보험\외국손보사\페더럴인슈런스컴퍼니한국지점[폐],손해보험,외국손보사,페더럴인슈런스컴퍼니한국지점[폐],
0011952,하노버재보험(주) 한국지점,손해보험\외국손보사\하노버재보험(주) 한국지점,손해보험,외국손보사,하노버재보험(주) 한국지점,
0011193,한국알리안츠화재해상보험주식회사[폐],손해보험\외국손보사\한국알리안츠화재해상보험주식회사[폐],손해보험,외국손보사,한국알리안츠화재해상보험주식회사[폐],
0010163,BTC증권[폐],증권사\외국계지점\BTC증권[폐],증권사,외국계지점,BTC증권[폐],
0010148,JP모간증권(폐지)[폐],증권사\외국계지점\JP모간증권(폐지)[폐],증권사,외국계지점,JP모간증권(폐지)[폐],
0010149,골드만삭스증권회사서울지점,증권사\외국계지점\골드만삭스증권회사서울지점,증권사,외국계지점,골드만삭스증권회사서울지점,
0011542,노무라인터내셔날증권서울지점[폐],증권사\외국계지점\노무라인터내셔날증권서울지점[폐],증권사,외국계지점,노무라인터내셔날증권서울지점[폐],
0010150,노무라증권서울지점[폐],증권사\외국계지점\노무라증권서울지점[폐],증권사,외국계지점,노무라증권서울지점[폐],
0010156,뉴엣지증권 서울지점[폐],증권사\외국계지점\뉴엣지증권 서울지점[폐],증권사,외국계지점,뉴엣지증권 서울지점[폐],
0010151,다이와증권캐피탈마켓주식회사 서울지점[폐],증권사\외국계지점\다이와증권캐피탈마켓주식회사 서울지점[폐],증권사,외국계지점,다이와증권캐피탈마켓주식회사 서울지점[폐],
0010152,도이치증권서울지점(폐지)[폐],증권사\외국계지점\도이치증권서울지점(폐지)[폐],증권사,외국계지점,도이치증권서울지점(폐지)[폐],
0011191,리먼브러더스인터내셔날증권서울지점[폐],증권사\외국계지점\리먼브러더스인터내셔날증권서울지점[폐],증권사,외국계지점,리먼브러더스인터내셔날증권서울지점[폐],
0010166,맥쿼리증권서울지점[폐],증권사\외국계지점\맥쿼리증권서울지점[폐],증권사,외국계지점,맥쿼리증권서울지점[폐],
0010153,메릴린치인터내셔날엘엘씨증권 서울지점,증권사\외국계지점\메릴린치인터내셔날엘엘씨증권 서울지점,증권사,외국계지점,메릴린치인터내셔날엘엘씨증권 서울지점,
0010154,모간스탠리인터내셔날증권회사서울지점,증권사\외국계지점\모간스탠리인터내셔날증권회사서울지점,증권사,외국계지점,모간스탠리인터내셔날증권회사서울지점,
0015535,미즈호증권아시아리미티드 서울지점,증권사\외국계지점\미즈호증권아시아리미티드 서울지점,증권사,외국계지점,미즈호증권아시아리미티드 서울지점,
0010155,바클레이즈캐피탈증권(주)서울지점[폐],증권사\외국계지점\바클레이즈캐피탈증권(주)서울지점[폐],증권사,외국계지점,바클레이즈캐피탈증권(주)서울지점[폐],
0010918,비에이아시아증권서울지점[폐],증권사\외국계지점\비에이아시아증권서울지점[폐],증권사,외국계지점,비에이아시아증권서울지점[폐],
0010141,슈로더증권[폐],증권사\외국계지점\슈로더증권[폐],증권사,외국계지점,슈로더증권[폐],
0010140,시티증권[폐],증권사\외국계지점\시티증권[폐],증권사,외국계지점,시티증권[폐],
0013352,씨지에스 씨아이엠비증권 한국지점,증권사\외국계지점\씨지에스 씨아이엠비증권 한국지점,증권사,외국계지점,씨지에스 씨아이엠비증권 한국지점,
0014595,아이엔지증권 서울지점,증권사\외국계지점\아이엔지증권 서울지점,증권사,외국계지점,아이엔지증권 서울지점,
0011574,에스지증권서울지점[폐],증권사\외국계지점\에스지증권서울지점[폐],증권사,외국계지점,에스지증권서울지점[폐],
0010168,에스지증권회사서울지점[폐],증권사\외국계지점\에스지증권회사서울지점[폐],증권사,외국계지점,에스지증권회사서울지점[폐],
0011612,유비에스증권리미티드서울지점,증권사\외국계지점\유비에스증권리미티드서울지점,증권사,외국계지점,유비에스증권리미티드서울지점,
0010157,유비에스증권회사서울지점[폐],증권사\외국계지점\유비에스증권회사서울지점[폐],증권사,외국계지점,유비에스증권회사서울지점[폐],
0010158,제이피모간증권회사서울지점,증권사\외국계지점\제이피모간증권회사서울지점,증권사,외국계지점,제이피모간증권회사서울지점,
0010159,코쿠사이증권서울지점[폐],증권사\외국계지점\코쿠사이증권서울지점[폐],증권사,외국계지점,코쿠사이증권서울지점[폐],
0010162,크레디 아그리콜 아시아증권 서울지점,증권사\외국계지점\크레디 아그리콜 아시아증권 서울지점,증권사,외국계지점,크레디 아그리콜 아시아증권 서울지점,
0010160,크레디리요네증권서울지점[폐],증권사\외국계지점\크레디리요네증권서울지점[폐],증권사,외국계지점,크레디리요네증권서울지점[폐],
0010145,크레디트스위스증권서울지점,증권사\외국계지점\크레디트스위스증권서울지점,증권사,외국계지점,크레디트스위스증권서울지점,
0010161,클라인워트벤슨증권[폐],증권사\외국계지점\클라인워트벤슨증권[폐],증권사,외국계지점,클라인워트벤슨증권[폐],
0010165,홍콩상하이증권 서울지점[폐],증권사\외국계지점\홍콩상하이증권 서울지점[폐],증권사,외국계지점,홍콩상하이증권 서울지점[폐],
0011218,홍콩상하이증권서울지점,증권사\외국계지점\홍콩상하이증권서울지점,증권사,외국계지점,홍콩상하이증권서울지점,
0010658,(주)겟모어증권중개[폐],증권사\증권사(국내법인)\(주)겟모어증권중개[폐],증권사,증권사(국내법인),(주)겟모어증권중개[폐],
0012334,(주)비엔케이투자증권,증권사\증권사(국내법인)\(주)비엔케이투자증권,증권사,증권사(국내법인),(주)비엔케이투자증권,
0010124,(주)코스닥증권시장[폐],증권사\증권사(국내법인)\(주)코스닥증권시장[폐],증권사,증권사(국내법인),(주)코스닥증권시장[폐],
0010120,DB금융투자주식회사,증권사\증권사(국내법인)\DB금융투자주식회사,증권사,증권사(국내법인),DB금융투자주식회사,
0012001,IBK투자증권,증권사\증권사(국내법인)\IBK투자증권,증권사,증권사(국내법인),IBK투자증권,
0010106,KB증권주식회사,증권사\증권사(국내법인)\KB증권주식회사,증권사,증권사(국내법인),KB증권주식회사,
0010122,KB투자증권[폐],증권사\증권사(국내법인)\KB투자증권[폐],증권사,증권사(국내법인),KB투자증권[폐],
0010117,NH농협증권[폐],증권사\증권사(국내법인)\NH농협증권[폐],증권사,증권사(국내법인),NH농협증권[폐],
0010101,NH투자증권,증권사\증권사(국내법인)\NH투자증권,증권사,증권사(국내법인),NH투자증권,
0010114,SK증권주식회사,증권사\증권사(국내법인)\SK증권주식회사,증권사,증권사(국내법인),SK증권주식회사,
0010100,건설증권[폐],증권사\증권사(국내법인)\건설증권[폐],증권사,증권사(국내법인),건설증권[폐],
0010104,골든브릿지투자증권,증권사\증권사(국내법인)\골든브릿지투자증권,증권사,증권사(국내법인),골든브릿지투자증권,
0010090,교보증권(주),증권사\증권사(국내법인)\교보증권(주),증권사,증권사(국내법인),교보증권(주),
0012390,노무라금융투자주식회사,증권사\증권사(국내법인)\노무라금융투자주식회사,증권사,증권사(국내법인),노무라금융투자주식회사,
0013003,다이와증권캐피탈마켓코리아 주식회사,증권사\증권사(국내법인)\다이와증권캐피탈마켓코리아 주식회사,증권사,증권사(국내법인),다이와증권캐피탈마켓코리아 주식회사,
0010093,대신증권주식회사,증권사\증권사(국내법인)\대신증권주식회사,증권사,증권사(국내법인),대신증권주식회사,
0010169,도이치증권,증권사\증권사(국내법인)\도이치증권,증권사,증권사(국내법인),도이치증권,
0010121,동방페레그린증권[폐],증권사\증권사(국내법인)\동방페레그린증권[폐],증권사,증권사(국내법인),동방페레그린증권[폐],
0010131,동양오리온투자증권(주)[폐],증권사\증권사(국내법인)\동양오리온투자증권(주)[폐],증권사,증권사(국내법인),동양오리온투자증권(주)[폐],
0010092,동원증권주식회사[폐],증권사\증권사(국내법인)\동원증권주식회사[폐],증권사,증권사(국내법인),동원증권주식회사[폐],
0010132,리딩투자증권주식회사,증권사\증권사(국내법인)\리딩투자증권주식회사,증권사,증권사(국내법인),리딩투자증권주식회사,
0011611,맥쿼리증권,증권사\증권사(국내법인)\맥쿼리증권,증권사,증권사(국내법인),맥쿼리증권,
0010099,메리츠종합금융증권 주식회사,증권사\증권사(국내법인)\메리츠종합금융증권 주식회사,증권사,증권사(국내법인),메리츠종합금융증권 주식회사,
